residence	current_location	blood_group	job	mail	user_id	birthdate	company	name	username	ssn	registration	station_ID
	(Decimal('21.040673'), Decimal('147.779988'))	AB+		nicolehoward@gmail.com	1999	1973-08-17	Baker-Suarez	Brittany Conley	melindajackson	314-69-6725	18 Dec 2024	600
	(Decimal('24.7559135'), Decimal('179.227125'))	AB+	Market researcher	james17@hotmail.com	1394	1995-06-04	Gordon-Lopez	Katherine Larsen	danielmelissa	240-58-2239	11/24/2020, 00:00:00	564
	(Decimal('65.965099'), Decimal('76.112426'))	O-	Sound technician, broadcasting/film/video	kristinaknight@hotmail.com	30	2004-10-31	Blake Inc	Dana Walls	heatherwest	566-39-6297	31 Mar 2020	710
	(Decimal('-75.4658575'), Decimal('-137.337542'))	B+		hditschlerin@web.de	1158	1921-07-27	Jäkel	Thekla Harloff	wulfcathrin	768-45-9394	11/29/2019, 00:00:00	220
	(Decimal('10.322610'), Decimal('91.280790'))	O-		mikiyamada@gmail.com	1896		田中保険有限会社	斎藤 聡太郎	ryosuke27	296-37-6341	2025-03-03	103
	(Decimal('31.859131'), Decimal('52.035125'))	B+		davi-miguelribeiro@ig.com.br	689		da Mata Nogueira S.A.	Larissa Lopes	aparecidaheloisa	59832671400	11 May 2023	716
	(Decimal('11.833368'), Decimal('85.967608'))	B-		ibrooks@hotmail.com	1847	2017-06-24	Lewis-Stokes	Karen Morris	frank91	200-01-8806	09/03/2023, 00:00:00	632
	(Decimal('-61.3537075'), Decimal('145.443569'))	B+		polizzirenzo@poste.it	391		Zichichi, Priuli e Vergerio Group	Hugo Mercantini-Bodoni	giannettiadamo	LCCCLD77H54F748Q	08 Jun 2022	668
	(Decimal('-9.7702595'), Decimal('-59.060583'))	B+	Surveyor, minerals	torresbethany@hotmail.com	1379	1915-05-24	Brown and Sons	Nicole Nicholson	thompsonsheila	321-65-9083	2020-12-27	736
	(Decimal('17.510747'), Decimal('92.710098'))	AB-	Binnenschiffer	preissgero@gmx.de	1568	2001-11-08	Zorbach	Tobias Kühnert	jonasgiess	380-56-6512	17 Jul 2023	179
	(Decimal('-42.551189'), Decimal('-154.252472'))	A-		ernesto46@vodafone.it	1156		Palladio, Nosiglia e Galiazzo Group	Ezio Carfagna	greggioludovica	MSCDRA64H09D338L	11/12/2022, 00:00:00	311
	(Decimal('57.0187305'), Decimal('40.617535'))	A+	歯科医師	yoichi17@yahoo.com	910	1983-02-18	石川運輸合同会社	小林 美加子	tomoya90	707-04-3900	2020-06-13	21
	(Decimal('-25.311631'), Decimal('160.441120'))	AB+	Pfleger	ukarge@gmail.com	1386	2017-07-13	Girschner AG	Rosa-Maria Roskoth	johan85	968-34-5806	2021-10-12	569
	(Decimal('-62.0968375'), Decimal('113.942368'))	O-	Electronics engineer	grobbins@yahoo.com	119	1921-09-09	Freeman, Griffin and Jones	Alexa Powell	garciashelia	673-87-2661	2023/04/10	454
	(Decimal('-9.823249'), Decimal('-175.216938'))	AB+	Health and safety inspector	michele00@libero.it	1155	2022-10-02	Vento SPA	Bettina Smirnoff-Battaglia	jpuccini	RROGNT62H53D847O	05/07/2024, 00:00:00	719
	(Decimal('-33.575910'), Decimal('53.828092'))	AB+		cristina29@live.com	149	1986-01-17	Carriera-Spadafora e figli	Maura Pacillo	federigo46	DVRSTN76B10F801A	2023/08/28	302
	(Decimal('-37.832323'), Decimal('-97.659367'))	A+		michael69@gmail.com	1687		Golden Group	Matthew Griffin	lwhite	320-01-2696	05/10/2023, 00:00:00	487
	(Decimal('-58.342274'), Decimal('-145.030419'))	AB+		yumiko97@yahoo.com	30	1953-07-19	森情報合同会社	伊藤 裕美子	osamu15	351-95-6381	2025-04-10	539
	(Decimal('74.3766185'), Decimal('129.880125'))	B-	Traumatologista	ribeirokamilly@uol.com.br	1180	2016-06-24	Garcia Marques Ltda.	Anthony Gabriel Cassiano	manuellacassiano	47905836274	2020-08-02	700
	(Decimal('76.072170'), Decimal('159.239298'))	O+		dnakamura@yahoo.com	2055	2003-03-12	合同会社吉田食品	長谷川 太郎	kazuyakimura	185-82-8164	02 Jul 2020	203
	(Decimal('49.012702'), Decimal('-101.391896'))	A+	Chirurgiemechaniker	sibilla10@gmx.de	1865		Hoffmann Weihmann GbR	Gretl Stroh MBA.	mirja46	475-77-4796	01/01/2024, 00:00:00	627
	(Decimal('-1.7864055'), Decimal('128.929043'))	A-		tomoya74@hotmail.com	1167	2006-08-12	前田銀行有限会社	三浦 学	mikakokimura	580-13-1840	05/05/2019, 00:00:00	634
	(Decimal('-78.9925405'), Decimal('58.592039'))	AB-		christinerivera@yahoo.com	1040		Ramirez, Moore and Moyer	Scott Blevins	uscott	452-43-7303	09/16/2019, 00:00:00	597
		O+		jessicaperez@yahoo.com	366	2001-08-23	Horn, Mills and Lawrence	Betty Mays	collinsronald	147-15-7742	12 Oct 2024	174
	(Decimal('-9.2861865'), Decimal('-166.585152'))	AB-		wpires@ig.com.br	2069		Cavalcanti Brito - ME	Sara das Neves	caio02	76984201322	11/04/2022, 00:00:00	221
	(Decimal('-32.791203'), Decimal('47.871598'))	A-	Physicist, medical	candice28@hotmail.com	521		Garcia-Schneider	David Parker	hsmith	055-11-5696	2019/05/01	537
	(Decimal('-47.470266'), Decimal('179.913557'))	B+	ウェディングプランナー	kaori34@hotmail.com	900		森農林株式会社	藤原 稔	skimura	796-35-1108	2023-09-16	326
	(Decimal('63.910880'), Decimal('49.125723'))	B-		melinamendes@yahoo.com.br	1134		Gonçalves - ME	Ravi Moraes	enzopacheco	20341756890	2019-05-15	45
	(Decimal('46.401458'), Decimal('-59.576635'))	B+		dmatsumoto@yahoo.com	251		有限会社斉藤情報	藤井 智也	matsumotoyosuke	438-27-2424	2020/12/27	267
	(Decimal('87.705651'), Decimal('-162.243473'))	O+		mfoscari@vodafone.it	62	2020-09-08	Speri, Petralli e Salandra s.r.l.	Dionigi Caruso	dallapegianpaolo	BNNPNI22E06C940F	08 Jul 2025	456
		A-	Product/process development scientist	egordon@gmail.com	1993	1969-10-29	Parker Ltd	Cindy Robbins	buchanankaren	237-09-8055	2025-08-28	84
	(Decimal('-69.9970295'), Decimal('-81.818573'))	B-		michaelchen@yahoo.com	698		Silva, Black and Olson	Dustin Kelly	carolknox	009-31-6167	2024/12/18	86
	(Decimal('75.913253'), Decimal('8.463898'))	AB+		zsmith@gmail.com	230	1941-03-07	Gallagher, Barnes and Martin	Colton Kirk	meredithmason	667-10-4440	02 Jul 2019	95
	(Decimal('-31.459795'), Decimal('147.511974'))	O-	Embalsamador	joao-felipe76@hotmail.com	1727	2019-10-29	Novaes	Sr. Luiz Miguel Pereira	ucampos	23718596482	2019/11/05	648
	(Decimal('62.160254'), Decimal('156.083274'))	B-		joshua42@yahoo.com	162	1930-12-08	Marquez, Bender and Allen	Terry Anderson	hthomas	893-22-6314	2022-05-30	397
	(Decimal('87.005889'), Decimal('-91.423266'))	O+		ypavarotti@gmail.com	1337	1912-06-19	Fallaci-Mazzini s.r.l.	Laureano Callegari	naulenti	FLNRRA97P03I527R	2023/01/24	327
	(Decimal('-15.7343995'), Decimal('20.348432'))	A-		bolanderpedro@aol.de	1624	1923-01-05	Hänel GmbH & Co. KG	Margarita Gertz	stadelmanncarola	945-73-9128	2021/04/28	136
	(Decimal('-78.643466'), Decimal('122.295421'))	O-	Dietitian	laura84@tele2.it	1190	1984-02-07	Lamborghini-Manolesso SPA	Melissa Carosone	falloppiobruno	ZPPLNE37L10C677H	2019-10-19	755
	(Decimal('-42.894583'), Decimal('154.005142'))	O+		tvogt@gmail.com	1595	1961-04-30	Lachmann GmbH	Vlado Pruschke	rklotz	579-47-4449	24 Oct 2019	764
	(Decimal('-13.978245'), Decimal('16.965959'))	AB+		tbluemel@yahoo.de	963	1991-06-02	Geißler Matthäi e.V.	Ester Gieß B.Sc.	kargeeleonora	443-46-7320	2024-07-11	374
	(Decimal('-34.054305'), Decimal('76.311824'))	AB+		tomeimartina@tiscali.it	1260		Giammusso Group	Giada Pascarella-Iannotti	neddadisdero	PZZGMR18D53A894A	03/26/2025, 00:00:00	304
	(Decimal('-43.0636215'), Decimal('14.459611'))	AB-		gutknechtgeza@gmail.com	2009		Wieloch AG & Co. KG	Patricia Gute	kambsjosef	848-60-7906	14 Feb 2019	113
	(Decimal('75.799195'), Decimal('96.453884'))	A+		eduardo57@hotmail.com	1005	1957-11-27	Almeida	Benicio Freitas	olivermendes	75891362473	30 Dec 2021	58
	(Decimal('-65.310552'), Decimal('-97.730369'))	AB+	Pfleger	pholsten@aol.de	414	1993-02-13	Winkler	Baptist Wagner	ahmadroht	372-66-1217	2019/06/17	264
	(Decimal('63.6602215'), Decimal('-164.122738'))	A-		henry-gabrielcassiano@yahoo.com.br	82	1986-12-12	Cirino	Ana Beatriz Sá	taparecida	89150426702	07/07/2025, 00:00:00	143
	(Decimal('-64.1161445'), Decimal('-59.479252'))	O-		pfo@tiscali.it	85		Luciani, Cadorna e Sauro Group	Graziella Muratori	acollina	PSLLLR86R19F598C	08/15/2023, 00:00:00	315
	(Decimal('-30.0919605'), Decimal('-39.876798'))	O+	Psicopedagogo	inogueira@ig.com.br	2070		Rodrigues	Lorena Machado	ncunha	72634915837	2021-02-19	68
	(Decimal('-86.080005'), Decimal('84.743316'))	O-		yuta05@hotmail.com	567	2013-06-29	株式会社鈴木印刷	福田 智也	yoichi24	284-27-9432	2025-02-20	405
	(Decimal('46.8295535'), Decimal('-171.902303'))	A+		mituruyamamoto@yahoo.com	1042		後藤銀行有限会社	佐々木 さゆり	tanakanaoto	747-72-8466	09/05/2021, 00:00:00	184
	(Decimal('-30.0683955'), Decimal('-32.083176'))	B+		ijohnston@gmail.com	1618	1955-02-24	Howard Ltd	Dawn Hughes	gilljohn	601-64-5629	01/10/2024, 00:00:00	671
	(Decimal('28.104837'), Decimal('152.074178'))	AB-		barraccoangelica@virgilio.it	158	1936-09-16	Porzio, Lippomano e Pisano e figli	Sig. Laureano Traversa	binaghilaura	PLTNTN29P55M327L	10 Mar 2024	482
	(Decimal('69.3997425'), Decimal('161.413772'))	A+		giuliettabeffa@yahoo.com	360	2025-07-04	Zaccagnini-Lucciano Group	Amalia Tencalla	angelica89	RNDLSS74M06G481Q	2022/11/05	678
	(Decimal('25.771728'), Decimal('-47.185652'))	O+	絵本作家	takahashiryosuke@gmail.com	948	1999-07-25	松本鉱業株式会社	池田 裕太	kaorihasegawa	228-98-4287	13 Feb 2024	461
	(Decimal('-77.6020205'), Decimal('102.495482'))	AB-		zmontenegro@hotmail.com	850		Brito - EI	Sr. Luiz Felipe Azevedo	ryan85	71689520485	2019-02-27	391
	(Decimal('17.6863305'), Decimal('152.894829'))	O-		antoniomarinetti@tiscali.it	1224	1993-12-13	Malacarne, Borghese e Pavarotti Group	Telemaco Biagiotti	franzesecarlo	MRSNTN06M31E984B	2020/08/13	86
		AB-		hendersonkendra@hotmail.com	258	1999-02-21	Casey-Hanson	Andrew Hall	fmorris	039-18-9323	2021/01/07	703
		O+		sasakimanabu@yahoo.com	1879	1999-11-24	株式会社伊藤ガス	長谷川 陽一	psuzuki	771-42-9349	08 Sep 2023	427
	(Decimal('-81.116598'), Decimal('132.511876'))	A+		gtanaka@hotmail.com	911	1927-06-16	中川印刷株式会社	石川 晃	yuta49	797-87-6299	2023/07/08	624
		O+	演歌歌手	kobayashiatsushi@hotmail.com	758		有限会社山崎ガス	林 直子	chiyo27	007-37-0225	2020-09-26	462
	(Decimal('45.699647'), Decimal('111.317082'))	A-	Dedetizador	mmoreira@ig.com.br	904		Siqueira Rocha S.A.	Arthur Leão	albuquerquebento	24835760107	09 Oct 2018	364
	(Decimal('84.3150825'), Decimal('112.219048'))	AB-		maaya71@yahoo.com	2127	2007-04-01	山田情報有限会社	高橋 洋介	minorusuzuki	545-17-2175	09/25/2023, 00:00:00	26
	(Decimal('-19.3655565'), Decimal('-112.641572'))	O+	Florist	luissorgatz@aol.de	573	1991-04-17	Wähner AG	Jan-Peter Bolander-Süßebier	ole77	874-65-8699	2024/08/21	662
	(Decimal('79.778304'), Decimal('133.369046'))	AB+		miki37@yahoo.com	170		株式会社佐藤鉱業	岡本 美加子	matsumotonaoki	100-01-1121	2021-06-20	650
	(Decimal('-30.721391'), Decimal('-70.227258'))	O-	Vigilante noturno/diurno	pmartins@bol.com.br	1001	1924-06-11	Albuquerque Pires - ME	Rafael Ramos	pereirabrayan	40231856989	02/11/2024, 00:00:00	562
		A+		hlima@bol.com.br	36	1998-08-13	Silva	Ana Luiza Costa	esampaio	42917308613	2020/07/13	134
	(Decimal('-43.9682385'), Decimal('-89.358533'))	AB-		itojun@hotmail.com	977	1937-10-11	有限会社中村水産	太田 陽一	atsushinakagawa	418-38-0308	12/18/2024, 00:00:00	572
	(Decimal('79.893715'), Decimal('-109.725628'))	O+		unascimento@ig.com.br	1971		Cavalcante	Sr. Enzo Gabriel Sá	josue29	93460582189	10/28/2020, 00:00:00	544
	(Decimal('-52.7794125'), Decimal('23.497663'))	A+	Webdesigner	mgarcia@hotmail.com	1729	1944-09-13	Abreu	Isadora Correia	acassiano	49536127873	2025/02/06	678
	(Decimal('62.720622'), Decimal('97.262099'))	O-	花火師	naoko75@gmail.com	642		伊藤建設有限会社	佐々木 治	vkobayashi	267-73-5318	27 Jul 2022	584
		B-		vigorelliamedeo@tim.it	38	1910-07-27	Vidoni, Cipolla e Marazzi Group	Alessio Bertoni	temistocle47	CPLRSR16A19I184U	06/30/2020, 00:00:00	734
	(Decimal('-52.547088'), Decimal('98.867319'))	B+	Limpador de vidros	vianapedro@gmail.com	1526		Teixeira Mendonça - EI	Ana Liz Cardoso	francisco09	51034872680	11/07/2022, 00:00:00	622
	(Decimal('-8.076542'), Decimal('146.877095'))	A-	Lighting technician, broadcasting/film/video	evanmoore@hotmail.com	777	2010-05-20	Rodriguez, Lopez and Reid	Brian Francis	raven43	781-98-8722	2022-06-11	453
	(Decimal('-34.686036'), Decimal('-179.928645'))	O+		salvatore43@live.com	1701	1973-01-29	Scarponi, Guarana e Tamburini Group	Severino Savorgnan	goffredo10	NTNMRC52C69C113I	2023-12-04	436
	(Decimal('60.563764'), Decimal('-71.171484'))	B-		tina04@hotmail.com	1788		Garcia, Peterson and Whitaker	Matthew Zimmerman	qwatts	760-35-1381	2021-11-24	508
	(Decimal('-74.906092'), Decimal('151.204012'))	A+	Chief Technology Officer	edoardo40@alice.it	1404	2014-07-12	Legnante, Squarcione e Nievo e figli	Renata Marinetti	antoninomerisi	TRSGLN35M17F117H	14 Oct 2022	539
	(Decimal('-24.795130'), Decimal('66.108334'))	O-		maria-julia48@yahoo.com.br	409		Rocha	Liam da Rocha	vjesus	43925761837	29 Jul 2019	406
	(Decimal('-21.1183895'), Decimal('-32.380819'))	AB-	Agente funerário	isadora54@gmail.com	1720	1999-01-23	Duarte Araújo - EI	Cecilia Câmara	da-matalucca	14702986350	2020-12-31	144
	(Decimal('11.5472845'), Decimal('-116.116128'))	B-	Analista de sistemas	mendesclara@hotmail.com	1635	2014-06-26	Aparecida - EI	Nicole Souza	domnovaes	45368792182	01/22/2021, 00:00:00	7
	(Decimal('-28.709122'), Decimal('104.880552'))	B+	Lighting technician, broadcasting/film/video	xsmith@gmail.com	1148		Parsons-Crawford	Joshua Mason	zparks	552-73-3339	2024-11-03	688
	(Decimal('-52.2945335'), Decimal('2.182146'))	B-		jpacheco@ig.com.br	1265		Albuquerque Novais S.A.	Otto da Luz	abreuvalentina	24567938038	18 Apr 2023	677
	(Decimal('40.731989'), Decimal('87.555922'))	O+	アートディレクター	satokenichi@gmail.com	2000		合同会社斉藤銀行	山本 京助	vinoue	765-87-6637	03/01/2022, 00:00:00	620
	(Decimal('-89.397122'), Decimal('-127.216353'))	O+		franciscopires@gmail.com	2009	1998-12-27	Almeida	Isadora Aragão	gomesravi	74810532607	2023-12-17	725
	(Decimal('25.547465'), Decimal('16.987678'))	B-		atsushi37@hotmail.com	818	2008-03-14	有限会社前田農林	松本 明美	kenichiogawa	173-84-9607	09/12/2021, 00:00:00	289
		O-	Warden/ranger	aparuta@tim.it	832		Orengo, Renier e Panatta SPA	Sig.ra Lauretta Sollima	nigglinanni	CRRLVI41S28D428F	06/03/2023, 00:00:00	334
	(Decimal('-65.424125'), Decimal('-113.550023'))	B+	Editorial assistant	eugenia31@fastwebnet.it	99		Maglio, Ossani e Morricone Group	Enzo Zarlino	antonina49	BRGGSV63M64G477F	01 Jan 2019	118
	(Decimal('64.968064'), Decimal('67.200875'))	B+		ystaude@googlemail.com	1475	1958-03-21	Faust	Dipl.-Ing. Aurelia Eigenwillig B.Eng.	kreszenz83	494-08-0667	25 Dec 2022	11
	(Decimal('-44.736964'), Decimal('-106.642688'))	O-	調理師	gsato@hotmail.com	715	2011-11-30	合同会社高橋鉱業	佐藤 英樹	myamada	045-50-1319	31 Jan 2025	718
	(Decimal('-73.9855705'), Decimal('-161.838330'))	AB+		cristina49@live.com	609		Toscanini, Antelami e Abba s.r.l.	Sante Turci-Grossi	achillerastelli	SCHRMG34L55E413W	03/24/2025, 00:00:00	478
	(Decimal('-78.600658'), Decimal('82.568527'))	AB+	Wellsite geologist	pjones@gmail.com	1904	1916-08-11	Compton LLC	Angela Leach	matthew01	457-05-9053	06/23/2023, 00:00:00	249
	(Decimal('-32.261946'), Decimal('-79.122585'))	B-		gertrudefroehlich@hotmail.de	1774	2009-07-27	Reising Mies e.G.	Karla Pergande	ajockel	492-12-1126	12/24/2020, 00:00:00	439
	(Decimal('56.858841'), Decimal('50.386409'))	O-		fariascamila@ig.com.br	902	2010-05-14	Vieira	Catarina Gonçalves	rodriguesmateus	09743812687	2018/10/24	678
		AB-		ditmarsteuer@web.de	173	1997-02-10	Stroh Jockel KG	Nicolaus Jessel	marian93	777-58-8458	2019/01/05	16
	(Decimal('-28.3016705'), Decimal('63.168637'))	O-		moritakuma@hotmail.com	1083	1952-08-25	鈴木水産合同会社	伊藤 香織	yui59	314-73-3483	2021/04/02	761
	(Decimal('78.9458195'), Decimal('-53.222720'))	A+	Elektroniker	wolfram84@aol.de	335		Margraf	Sigismund Speer	hellwigtorsten	088-47-6091	2018-12-06	76
	(Decimal('-24.205463'), Decimal('-72.972549'))	AB+	イラストレーター	shota49@yahoo.com	1179	1909-12-15	佐藤ガス有限会社	森 智也	fujitarika	752-52-8425	2020-11-21	292
	(Decimal('-47.807036'), Decimal('87.480697'))	A-		fmaffei@alice.it	1219		Fermi SPA	Sig. Alberico Magrassi	ionio	NLCRMN61T61L817M	2025/02/15	529
	(Decimal('55.745348'), Decimal('13.343314'))	O-	営業	mikakoinoue@hotmail.com	1004	1950-03-07	西村印刷有限会社	斎藤 幹	naoko66	839-04-9361	03/08/2019, 00:00:00	371
	(Decimal('57.7224035'), Decimal('-166.774881'))	B+		tsubasa13@yahoo.com	1360	1997-07-16	小川ガス合同会社	阿部 健一	inoueharuka	112-40-1847	2021/05/28	529
	(Decimal('81.217550'), Decimal('-38.340289'))	O+		schmidtkevincenzo@aol.de	141		Pärtzelt KG	Herr Wulf Hendriks B.A.	ignatz67	758-78-6948	08 Oct 2021	428
	(Decimal('-81.1411415'), Decimal('-177.292487'))	AB+		constance39@hotmail.de	2065		Weihmann Seifert GbR	Milos Pruschke	aeberth	002-69-1375	01/04/2021, 00:00:00	53
	(Decimal('28.950049'), Decimal('114.916603'))	AB-		davidbrooks@hotmail.com	1057	2015-04-12	Clark, Goodwin and Smith	Mark Burns	rosstracie	391-54-8948	11 May 2022	670
	(Decimal('84.7986235'), Decimal('-55.915550'))	AB+		barrosmaria-luisa@bol.com.br	1164	1967-07-31	Novais	Srta. Ana Carolina Souza	piresmarcos-vinicius	02897614501	2021-12-21	766
	(Decimal('-9.3783095'), Decimal('-179.064013'))	O+		chadray@hotmail.com	576	1988-02-29	Yoder, Brooks and Price	Robin Smith	anthony45	607-82-2602	08/28/2025, 00:00:00	441
	(Decimal('71.277347'), Decimal('174.693361'))	AB+	Producer, television/film/video	michael82@hotmail.com	1893		Martin Inc	Katherine Gutierrez	jameselliott	516-97-3999	02/14/2024, 00:00:00	81
	(Decimal('-23.304214'), Decimal('-160.232670'))	B+		ywohlgemut@aol.de	1216	1987-12-10	Köster	Reza Losekann	leokadia10	830-52-1091	02 Dec 2018	379
	(Decimal('85.080347'), Decimal('-31.727559'))	A+		eraldo18@virgilio.it	1428	1992-04-19	Taccola SPA	Hugo Adinolfi	tosiloredana	CLLMRH93H07C871D	08/29/2023, 00:00:00	123
	(Decimal('-74.0507585'), Decimal('60.056290'))	A+		isisbrito@ig.com.br	1606	1976-01-12	Souza Azevedo S/A	Augusto Porto	laragao	09873521488	2019/09/15	31
	(Decimal('-84.660449'), Decimal('-126.491763'))	A-		lauren45@hotmail.com	915	1935-07-18	Spencer Group	April Lee	joshuaoconnor	692-17-2676	2023/09/07	764
	(Decimal('-54.0504375'), Decimal('129.032527'))	A+		ljacobi-jaeckel@googlemail.com	547		Scholtz	Henryk Conradi-Fritsch	bolnbachwojciech	786-48-6168	09/05/2020, 00:00:00	20
		O+		siqueirakaique@yahoo.com.br	2037	1954-10-04	Aparecida Nunes - EI	Maria Cavalcanti	ana-lauraporto	39042756829	2021-04-19	522
	(Decimal('-69.7922695'), Decimal('-91.627865'))	O+	Profissional de logística	theodoro01@bol.com.br	963		Fernandes - EI	Bruno Vieira	wrios	35672489109	2023-12-22	49
	(Decimal('-15.9830145'), Decimal('123.275530'))	O-		momoko87@gmail.com	761	1946-12-18	小川ガス株式会社	村上 さゆり	rinoue	234-18-0570	27 Oct 2022	249
	(Decimal('-33.463273'), Decimal('-65.924034'))	AB+	Environmental education officer	renatagiammusso@live.com	1283	1966-02-19	Rusticucci-Sanudo Group	Silvia Paoletti	girolamo36	GNNPRD11H66B716R	2022-10-25	766
	(Decimal('82.168523'), Decimal('89.848478'))	B+		lwagenknecht@hotmail.de	709		Warmer	Heinz-Georg Heydrich-Seip	mohauptpiotr	926-12-9734	2020-11-01	72
	(Decimal('-27.992671'), Decimal('105.813441'))	A+		maysaoliveira@uol.com.br	1593	1971-10-04	Costa	Sr. Nicolas Pimenta	hfogaca	56740923892	09 May 2025	263
	(Decimal('43.4687545'), Decimal('-166.543329'))	B+		hernandezgina@gmail.com	1610	2013-06-28	Brown LLC	Shelly Hernandez	perezcrystal	816-29-3472	2023/06/07	127
	(Decimal('50.255270'), Decimal('-121.855250'))	B+		leesean@gmail.com	2119	2010-09-10	Li-Taylor	Shannon Mayer	lsilva	422-16-5111	01/03/2023, 00:00:00	473
	(Decimal('49.3771855'), Decimal('-42.258139'))	B+		emillyrezende@bol.com.br	224		Pastor	Sr. Nicolas Almeida	livia10	83519246015	10/12/2018, 00:00:00	445
	(Decimal('17.593532'), Decimal('119.518032'))	O-		garibaldiachille@yahoo.com	188	1923-01-25	Onio e figli	Sole Piane	bonaventuragiacinto	PDRRFL16C47H284M	22 Sep 2025	493
	(Decimal('53.9109915'), Decimal('57.709168'))	A-		christopher16@gmail.com	1294		Wilson, Gibson and Roberts	Courtney Garcia	jessicawade	751-69-7071	2024/02/23	169
	(Decimal('-15.146006'), Decimal('8.296775'))	B+	Journalist, newspaper	filippo14@hotmail.it	1207	1963-12-12	Gadda, Mastandrea e Fantoni s.r.l.	Donatella Monte	bianca99	FRMNCI00S46H325F	02/21/2022, 00:00:00	254
	(Decimal('-25.554283'), Decimal('-35.492568'))	AB+	Printmaker	duanejenkins@yahoo.com	1200		Jackson-Sanchez	Deborah Brown	gcolon	115-34-4000	2019/10/25	291
	(Decimal('-29.654819'), Decimal('73.379352'))	B+		tkato@hotmail.com	546		中島農林有限会社	松本 英樹	tsubasa33	883-71-7693	2024-01-19	190
	(Decimal('-23.8039555'), Decimal('-66.966553'))	O-		ncarfagna@gmail.com	2009	1953-10-17	Pisani-Niscoromni e figli	Donato Interminelli-Musatti	danteserao	FRRGLN50E65M368Q	2024/09/18	608
	(Decimal('85.806941'), Decimal('162.536865'))	AB-		benedetto65@alice.it	1989	2024-02-10	Guglielmi Group	Dott. Galasso Nitto	catalanomarissa	PPTMSM53R47B457P	07/20/2025, 00:00:00	517
	(Decimal('-13.314543'), Decimal('-126.313784'))	B-		pozzeccogioachino@yahoo.com	573	1996-12-21	Parpinel, Cassarà e Tencalla e figli	Luciana Fabbri-Jacuzzi	gsandi	TMSGSP16M01A678G	20 Jul 2023	308
	(Decimal('53.2810495'), Decimal('-161.859642'))	O+		rangelryan@yahoo.com	143		Mathews-Johnson	Lindsey Fox	gilesjoshua	035-09-6032	2020-02-16	631
